,SK_ID_CURR,TARGET,AMT_INCOME_TOTAL,AMT_ANNUITY,AGE,YEARS_EMPLOYED,OWN_CAR_AGE,CNT_FAM_MEMBERS,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Other,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Other,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,CREDIT_active,CREDIT_MEAN_OVERDUE_active,CREDIT_MEAN_active,proportion_OVERDUE_active,CREDIT_sold,CREDIT_MEAN_OVERDUE_sold,CREDIT_MEAN_sold,proportion_OVERDUE_sold,CREDIT_closed,CREDIT_MEAN_OVERDUE_closed,CREDIT_MEAN_closed,proportion_OVERDUE_closed,CREDIT_bad,CREDIT_MEAN_OVERDUE_bad,CREDIT_MEAN_bad,proportion_OVERDUE_bad,CREDIT_ask,Number_years_Loan_Theorical,INCOME_ANNUITY_RATIO
15636,250938,0,179999.9999999999,23692.49999999999,51.36351165980796,1.5939643347050754,19.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,45000.00000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,239377.5000000001,0.0,0.0,0.0,0.0,0.0,22945.500000000004,18.99335232668566,7.597340930674264
18201,251188,0,112500.00000000004,13499.99999999999,24.320987654320987,2.043895747599452,1.0,2.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,207219.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20034.00000000001,20.0,8.333333333333334
7245,251411,0,112500.00000000004,13499.99999999999,57.8875171467764,8.430727023319616,0.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,1.0,3622.5,119118.14999999992,0.0304109827091841,0.0,0.0,0.0,0.0,178385.99999999994,20.0,8.333333333333334
14128,251540,0,134999.99999999997,13499.99999999999,27.045267489711936,4.872427983539095,0.0,2.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,675000.0000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56387.99999999997,20.0,10.0
23504,251622,0,269999.99999999977,48338.99999999996,34.97119341563786,4.718792866941016,18.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,174804.75000000015,0.0,0.0,0.0,0.0,0.0,1.0,11252.654999999995,285363.75000000006,0.039432671458796,0.0,0.0,0.0,0.0,0.0,30.91677527462297,5.585552038726494
1153,251696,0,157500.00000000003,12572.99999999999,29.994513031550067,3.02880658436214,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,78401.13749999994,0.0,0.0,0.0,0.0,0.0,1.0,1901.250000000001,83401.678125,0.0227963038963132,0.0,0.0,0.0,0.0,0.0,12.526843235504654,12.526843235504654
11961,251767,0,234000.0000000001,7721.999999999999,35.45953360768176,5.882030178326475,0.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,113134.50000000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199100.57142857165,0.0,0.0,0.0,0.0,0.0,217373.06250000003,16.27039627039627,30.303030303030305
19762,251985,0,315000.00000000023,51336.00000000003,31.50342935528121,2.5541838134430725,17.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,138554.99999999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,149605.87499999997,0.0,0.0,0.0,0.0,0.0,146739.00000000003,19.535150771388498,6.1360448807854135
28859,252303,0,179999.9999999999,49761.00000000001,29.43758573388203,3.8052126200274334,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,11661.299999999994,45000.00000000002,0.25914,0.0,0.0,0.0,0.0,1.0,8949.464999999997,259788.95999999996,0.0344489812038202,0.0,0.0,0.0,0.0,285572.9117647056,30.180141074335324,3.617290649303672
34479,252564,0,292499.9999999998,47078.99999999996,40.41700960219479,1.967078189300412,22.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,463500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83127.01499999997,0.0,0.0,0.0,0.0,0.0,0.0,25.14653030013382,6.212961192888549
24616,252909,0,225000.0,57433.49999999994,52.19753086419753,0.5404663923182441,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,67499.99999999994,0.0,0.0,0.0,0.0,0.0,1.0,6272.549999999999,191292.7500000001,0.0327903174584504,0.0,0.0,0.0,0.0,344630.2500000002,14.335892815168847,3.917574238031811
7838,252919,0,162000.00000000006,24543.000000000004,31.88203017832648,8.97119341563786,7.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,104172.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,136350.7020000001,0.0,0.0,0.0,0.0,0.0,59536.12500000002,18.335166850018336,6.600660066006601
16132,253718,0,225000.0,13054.499999999993,42.22770919067215,1.6406035665294925,12.0,2.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,44879.99999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,117953.85,0.0,0.0,0.0,0.0,0.0,53743.49999999995,23.60358497069976,17.23543605653223
29956,254086,0,157500.00000000003,37444.50000000002,34.757201646090536,0.3840877914951989,11.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,89999.99999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.890998678043506,4.206225213315707
10918,254206,0,134999.99999999997,35842.50000000004,40.78737997256516,4.085048010973937,11.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,134999.99999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,273934.4999999998,0.0,0.0,0.0,0.0,0.0,202827.37499999997,36.23226616446956,3.766478342749529
328,254490,0,202500.0000000001,11249.999999999996,34.47462277091907,12.15363511659808,10.0,5.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,272397.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76842.55285714279,0.0,0.0,0.0,0.0,0.0,47865.75000000002,20.0,18.0
11338,254539,0,130500.0,22801.5,46.14540466392318,14.1920438957476,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,113502.4499999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72069.22799999994,0.0,0.0,0.0,0.0,0.0,106785.75000000006,10.05328596802842,5.723307677126505
14984,254886,0,202500.0000000001,31972.50000000002,47.18244170096022,3.0507544581618657,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,168615.00000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.06052076002815,6.33356790992259
6083,254949,0,112500.00000000004,20988.000000000007,38.10973936899863,6.694101508916324,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139041.45899999986,0.0,0.0,0.0,0.0,0.0,155249.99999999985,9.465694682675815,5.360205831903945
29401,255088,0,157500.00000000003,42822.0,30.954732510288064,6.803840877914952,11.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,269999.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111825.0,0.0,0.0,0.0,0.0,0.0,166258.12499999997,36.254728877679696,3.67801597309794
10654,255127,0,112500.00000000004,22068.00000000002,30.855967078189305,6.960219478737997,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,67499.99999999994,0.0,0.0,0.0,0.0,0.0,1.0,1159.8449999999998,32835.000000000015,0.0353234353586112,0.0,0.0,0.0,0.0,47415.599999999984,13.66068515497553,5.097879282218597
9194,255458,0,141264.0000000001,27432.000000000025,24.625514403292183,2.513031550068587,2.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,78005.25000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46116.9,19.68503937007874,5.149606299212598
1587,255622,0,225000.0,32075.99999999998,45.51165980795611,4.106995884773663,1.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,144494.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,297300.0,0.0,0.0,0.0,0.0,0.0,155714.625,25.113355780022445,7.014590347923681
17239,255625,0,121500.00000000007,12595.499999999993,34.74622770919067,14.24965706447188,4.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,124425.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58149.83454545457,0.0,0.0,0.0,0.0,0.0,62418.00000000001,16.177206145051805,9.646302250803858
36497,255639,0,202500.0000000001,37462.49999999999,24.200274348422496,1.7146776406035664,3.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,382500.0000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,257900.1428571431,0.0,0.0,0.0,0.0,0.0,24255.00000000001,12.612612612612612,5.405405405405405
2828,255695,0,157500.00000000003,16753.499999999985,42.795610425240056,6.1920438957476,8.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,244500.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,11100.296249999998,140650.15500000003,0.0789213225538215,0.0,0.0,0.0,0.0,225000.0,10.033843674456085,9.401020682245502
13133,255725,1,134999.99999999997,47749.49999999996,30.054869684499312,5.459533607681756,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,192960.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161955.94499999998,0.0,0.0,0.0,0.0,0.0,228495.5526315792,9.424182452172277,2.827254735651682
22393,255740,0,116999.99999999993,24844.499999999975,29.643347050754457,7.171467764060357,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,227338.87499999985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320441.6249999999,0.0,0.0,0.0,0.0,0.0,422165.5000000003,9.23745698243072,4.70929179496468
19538,256170,0,202500.0000000001,34618.49999999999,22.99039780521262,1.401920438957476,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,123881.99999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,531286.8749999997,0.0,0.0,0.0,0.0,0.0,68200.50000000003,27.219550240478355,5.849473547380736
17107,256381,0,157500.00000000003,8999.999999999998,24.20576131687243,1.1851851851851851,12.0,2.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,202500.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,1169.9999999999995,55194.074999999975,0.0211979274949349,0.0,0.0,0.0,0.0,132621.61764705885,20.0,17.5
13646,256442,0,157500.00000000003,8999.999999999998,23.54458161865569,3.43758573388203,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,82216.79999999993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83981.24999999999,0.0,0.0,0.0,0.0,0.0,93015.0,20.0,17.5
7993,256491,0,315000.00000000023,52726.50000000005,39.445816186556925,4.567901234567901,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,274500.0000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112500.00000000004,0.0,0.0,0.0,0.0,0.0,0.0,20.7868908423658,5.974225484338994
31614,256502,0,225000.0,10944.0,26.91083676268861,2.521262002743484,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,16257.50999999999,562499.9999999998,0.02890224,0.0,0.0,0.0,0.0,1.0,1677.6337500000004,45000.00000000002,0.03728075,0.0,0.0,0.0,0.0,133674.7500000001,20.55921052631579,20.55921052631579
16886,257098,0,89999.99999999991,6749.999999999999,45.30589849108368,9.25925925925926,2.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,122253.0,0.0,0.0,0.0,0.0,0.0,84091.50000000007,20.0,13.333333333333334
26683,257411,0,76500.00000000003,6799.500000000001,65.52537722908093,9.695473251028806,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,179999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100935.0,0.0,0.0,0.0,0.0,0.0,98415.89999999994,17.56717405691595,11.250827266710788
16241,257507,0,225000.0,13499.99999999999,34.477366255144034,7.100137174211248,2.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,67499.99999999994,0.0,0.0,0.0,0.0,0.0,1.0,1191.3749999999998,340008.1874999998,0.0035039597392048,0.0,0.0,0.0,0.0,31495.50000000001,20.0,16.666666666666668
10824,257710,1,179999.9999999999,49333.50000000005,34.3758573388203,0.6145404663923183,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.237799872297728,3.648636322174587
2485,257713,0,179999.9999999999,32895.0,37.44855967078189,6.414266117969822,6.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,697500.0000000006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194259.85714285736,0.0,0.0,0.0,0.0,0.0,33300.00000000002,34.19972640218878,5.471956224350206
23348,257795,0,134999.99999999997,24853.5,27.58573388203018,3.039780521262003,15.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,4900.319999999998,27744.74999999997,0.176621522990836,0.0,0.0,0.0,0.0,1.0,11101.5,119335.50000000012,0.0930276405595987,0.0,0.0,0.0,0.0,25139.249999999975,10.84555495201883,5.431830526887561
4635,257817,0,85499.99999999997,29582.99999999997,33.71467764060357,3.141289437585734,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,175477.50000000006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48032.212499999965,0.0,0.0,0.0,0.0,0.0,110362.50000000004,10.64800730149072,2.8901734104046244
12416,257937,0,225000.0,13499.99999999999,35.76131687242798,11.978052126200277,0.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,405000.0000000004,0.0,0.0,0.0,0.0,0.0,1.0,13684.500000000004,231491.9999999999,0.0591143538437613,0.0,0.0,0.0,0.0,119465.99999999994,20.0,16.666666666666668
5626,258140,0,112500.00000000004,26446.500000000004,33.969821673525374,6.776406035665295,7.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,305999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,114330.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,34.03096818104475,4.253871022630594
30436,258172,0,112500.00000000004,23881.499999999985,37.69272976680384,3.45679012345679,1.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,236166.74999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,183564.0000000001,0.0,0.0,0.0,0.0,0.0,117450.0000000001,12.40456001507443,4.710759374411155
34183,258368,0,45000.00000000002,10822.49999999999,29.338820301783265,3.555555555555556,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,247499.99999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105961.49999999993,12.474012474012474,4.158004158004158
23426,258386,0,89999.99999999991,25577.999999999985,28.06584362139918,0.9272976680384089,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,44977.50000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38929.5,0.0,0.0,0.0,0.0,0.0,152166.00000000012,9.37719915552428,3.518648838845883
36695,258422,0,225000.0,25537.500000000004,30.296296296296298,2.25514403292181,8.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,101204.99999999993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,260898.3,0.0,0.0,0.0,0.0,0.0,0.0,21.34273127753304,8.810572687224669
9663,258574,0,112500.00000000004,26153.99999999998,24.08504801097394,2.633744855967078,12.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,247499.99999999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84590.99999999999,0.0,0.0,0.0,0.0,0.0,14903.999999999998,25.8086717136958,4.301445285615967
10893,258613,0,112500.00000000004,9549.000000000002,23.454046639231823,2.178326474622771,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,149999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39024.0,0.0,0.0,0.0,0.0,0.0,124830.00000000012,9.42507068803016,11.7813383600377
13280,258981,0,112500.00000000004,5611.499999999998,34.54869684499314,10.814814814814817,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,190565.5949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59410.49999999994,9.289494787489977,20.04811547714515
29030,259250,0,170999.99999999985,36719.99999999996,60.58710562414266,8.2880658436214,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,101430.00000000004,0.0,0.0,0.0,0.0,0.0,1.0,553.0725,116005.50000000004,0.0047676403273982,0.0,0.0,0.0,0.0,56729.25000000001,31.733946078431373,4.65686274509804
18999,259351,0,202500.0000000001,36427.50000000004,36.181069958847736,10.83676268861454,64.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,76965.75,0.0,0.0,0.0,0.0,0.0,1.0,2698.56,18139.95000000001,0.1487633648383815,0.0,0.0,0.0,0.0,149847.7499999999,34.07967881408277,5.558987029030265
13470,259534,0,121500.00000000007,17081.99999999998,31.8079561042524,0.5898491083676269,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185267.15999999983,0.0,0.0,0.0,0.0,0.0,268497.8999999999,19.56164383561644,7.112750263435195
33792,259573,0,225000.0,35567.99999999997,28.70233196159122,2.765432098765432,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,61381.12499999999,0.0,0.0,0.0,0.0,0.0,1.0,3300.749999999999,67578.7114285714,0.0488430443585594,0.0,0.0,0.0,0.0,143693.35714285698,9.488866396761134,6.325910931174089
11622,259659,0,157500.00000000003,31153.500000000025,30.375857338820303,11.006858710562414,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,675000.0000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,118125.0,0.0,0.0,0.0,0.0,0.0,30000.000000000004,19.02065578506428,5.055611729019211
16636,260043,0,112500.00000000004,29038.49999999997,39.96159122085048,6.189300411522634,0.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,517499.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80217.0,0.0,0.0,0.0,0.0,0.0,136336.4999999999,15.578800557880056,3.874167054083372
25407,260426,0,157500.00000000003,19255.50000000001,47.96433470507544,3.6707818930041154,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,205244.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,1108.2712499999996,142884.5099999999,0.0077564128539895,0.0,0.0,0.0,0.0,14390.999999999996,23.603645711614863,8.17948118719327
16284,260466,1,189000.0000000001,31630.499999999975,28.13991769547325,1.6652949245541837,16.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,261000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202027.5,16.480295916915637,5.975245411865131
16277,260529,0,225000.0,16429.499999999993,45.67626886145405,14.960219478737995,2.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,216000.00000000012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,258675.75,0.0,0.0,0.0,0.0,0.0,0.0,34.6206518761983,13.694878115584771
24252,260670,0,71999.99999999999,23089.499999999996,38.26886145404664,14.263374485596708,0.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,7511.624999999998,455696.1900000002,0.0164838442033057,0.0,0.0,0.0,0.0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,104919.75000000006,22.57649580978367,3.118300526213214
6531,260683,0,202500.0000000001,20299.5,48.53772290809328,3.550068587105624,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,315000.00000000023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45106.5,0.0,0.0,0.0,0.0,0.0,63218.24999999995,30.066504101086235,9.975615162935048
33307,260718,0,202500.0000000001,12915.000000000004,38.96844993141289,1.5857338820301785,11.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,102375.00000000007,0.0,0.0,0.0,0.0,0.0,1.0,1209.375,146692.57500000013,0.0082442823026318,0.0,0.0,0.0,0.0,325902.49999999965,17.421602787456447,15.6794425087108
21414,260768,0,67499.99999999994,14350.499999999993,45.76406035665295,8.631001371742112,6.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,83510.99999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21375.000000000025,0.0,0.0,0.0,0.0,0.0,57093.74999999996,17.74851050486046,4.703668861712136
6603,260787,0,211499.99999999985,42623.99999999996,48.51303155006859,7.9890260631001375,3.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,269999.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,277787.9999999999,0.0,0.0,0.0,0.0,0.0,108419.4,18.71146537162162,4.961993243243243
21771,260905,0,134999.99999999997,23755.499999999985,26.820301783264743,2.043895747599452,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.471490812653911,5.682894487592347
25394,261040,0,112500.00000000004,16411.499999999985,32.25514403292181,0.8203017832647462,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,22.094999999999995,204075.0000000001,0.0001082690187431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30474.00000000001,26.048807238826434,6.854949273375377
32595,262151,0,225000.0,57001.50000000006,46.142661179698216,1.336076817558299,15.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,134999.99999999997,0.0,0.0,0.0,0.0,0.0,1.0,746.9699999999997,214525.84500000012,0.0034819580829526,0.0,0.0,0.0,0.0,0.0,19.54053840688403,3.9472645456698494
14726,262486,0,134999.99999999997,13499.99999999999,48.26337448559671,9.020576131687244,0.0,2.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,130644.24000000008,0.0,0.0,0.0,0.0,0.0,1.0,4890.0,141305.4,0.034605896165327,0.0,0.0,0.0,0.0,262530.0000000001,20.0,10.0
601,262544,0,67499.99999999994,32674.49999999998,38.3923182441701,0.0960219478737997,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,134999.99999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,361835.5499999997,0.0,0.0,0.0,0.0,0.0,89248.50000000001,25.11554882247624,2.065831152733783
10518,262691,0,225000.0,37197.00000000002,31.85185185185185,2.9519890260631003,0.0,3.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,247499.99999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114848.99999999993,30.15231067021534,6.0488749092668765
